tokens,segmenter_one,segmenter_two,segmenter_three
asisachophi,a-si-sa-choph-i,a-si-sa-choph-i,asisa-choph-is-enzel-a
asithathi,a-si-thath-i,a-si-thath-i-hlangothi,asi-thath-i
athiwa,athiw-a,athiw-a-wela,athiw-a
athumela,a-thumel-a,a-thumel-a,le
avakashela,a-vakashel-a,a-vakashel-a,amazwe
avalwa,a-valw-a,a-valw-a,ama-nye
avame,a-vam-e,a-vam-e,a-vam-e-k-eph-a
avelelwe,a-velelw-e,a-velelw-e,avelelw-en-om-a
aveza,a-vez-a,a-vez-a,izimpawu
awafundisa,a-wa-fundis-a,a-wa-fundis-a,a-leth-a
awakhuluma,a-wa-khulum-a,a-wa-khulum-a,ku-mos-e
awathola,a-wa-thol-a,a-wa-thol-a,a-gcin-e
awathungathi,a-wa-thungath-i,a-wa-thungath-i,uku-dl-a
awavala,a-wa-val-a,a-wa-val-a,a-bek-a
awayivezi,a-wa-yi-vez-i,a-wa-yi-vez-i,yonke
awazukuzukuhamba,a-wa-zuku-hamb-a,a-wa-zuku-hamb-a,awazuku-hamb-a
awube,a-wu-b-e,a-wu-b-e-bomvu,awu-b-e
awuchaze,a-wu-chaz-e,a-wu-chaz-e,awu-chaz-en-om-a
awukhethi,a-wu-kheth-i,a-wu-kheth-i-buso,awu-kheth-i
awulobe,a-wu-lob-e,a-wu-lob-e,nga-mazwi
awunandaba,a-wu-na-ndaba,a-wu-na-ndaba,awuna-ndaban-om-a
awushadi,a-wu-shad-i,a-wu-shad-i-nomuntu,awu-shad-i
awuthi,a-wu-th-i,a-wu-th-i-gqi,awu-th-i
ayabalwayo,a-balw-a-yo,a-balw-a-yo,a-balw-a-yo
ayabambisanayo,a-bambisan-a-yo,a-bambisan-a-yo,a-bambisan-a-yo
ayabandayo,a-band-a-yo,a-band-a-yo,a-band-a-yo
ayabezayo,a-bez-a-yo,a-bez-a-yo,a-bez-a-yo
ayabezwayo,a-bezw-a-yo,a-bezw-a-yo,a-bezw-a-yo
ayabhalwayo,a-bhalw-a-yo,a-bhalw-a-yo,a-bhalw-a-yo
ayabhubhisayo,a-bhubhis-a-yo,a-bhubhis-a-yo,a-bhubhis-a-yo
ayabhuqayo,a-bhuq-a-yo,a-bhuq-a-yo,a-bhuq-a-yo
ayabilayo,a-bil-a-yo,a-bil-a-yo,a-bil-a-yo
ayabonakalayo,a-bonakal-a-yo,a-bonakal-a-yo,a-bonakal-a-yo
ayabonayo,a-bon-a-yo,a-bon-a-yo,a-bon-a-yo
ayabulalayo,a-bulal-a-yo,a-bulal-a-yo,a-bulal-a-yo
ayachichimayo,a-chichim-a-yo,a-chichim-a-yo,a-chichim-a-yo
ayachumayo,a-chum-a-yo,a-chum-a-yo,a-chum-a-yo
ayaculayo,a-cul-a-yo,a-cul-a-yo,a-cul-a-yo
ayadingekayo,a-dingek-a-yo,a-dingek-a-yo,a-dingek-a-yo
ayadlangalalayo,a-dlangalal-a-yo,a-dlangalal-a-yo,a-dlangalal-a-yo
ayadlubulundayo,a-dlubulund-a-yo,a-dlubulund-a-yo,a-dlubulund-a-yo
ayadlwengulayo,a-dlwengul-a-yo,a-dlwengul-a-yo,a-dlwengul-a-yo
ayaduduzayo,a-duduz-a-yo,a-duduz-a-yo,a-duduz-a-yo
ayafanayo,a-fan-a-yo,a-fan-a-yo,a-fan-a-yo
ayafanelekayo,a-fanelek-a-yo,a-fanelek-a-yo,a-fanelek-a-yo
ayafudukayo,a-fuduk-a-yo,a-fuduk-a-yo,a-fuduk-a-yo
ayafundisekayo,a-fundisek-a-yo,a-fundisek-a-yo,a-fundisek-a-yo
ayaguqulayo,a-guqul-a-yo,a-guqul-a-yo,a-guqul-a-yo
ayahambayo,a-hamb-a-yo,a-hamb-a-yo,a-hamb-a-yo
ayahlabayo,a-hlab-a-yo,a-hlab-a-yo,a-hlab-a-yo
ayahlanganisayo,a-hlanganis-a-yo,a-hlanganis-a-yo,a-hlanganis-a-yo
ayahlaselayo,a-hlasel-a-yo,a-hlasel-a-yo,a-hlasel-a-yo
ayaholayo,a-hol-a-yo,a-hol-a-yo,a-hol-a-yo
ayahwamukayo,a-hwamuk-a-yo,a-hwamuk-a-yo,a-hwamuk-a-yo
ayajivazayo,a-jivaz-a-yo,a-jivaz-a-yo,a-jivaz-a-yo
ayakhanyayo,a-khany-a-yo,a-khany-a-yo,a-khany-a-yo
ayakhazimulayo,a-khazimul-a-yo,a-khazimul-a-yo,a-khazimul-a-yo
ayakhiqizwayo,a-khiqizw-a-yo,a-khiqizw-a-yo,a-khiqizw-a-yo
ayakhohlisayo,a-khohlis-a-yo,a-khohlis-a-yo,a-khohlis-a-yo
ayakhonondayo,a-khonond-a-yo,a-khonond-a-yo,a-khonond-a-yo
ayakhonzayo,a-khonz-a-yo,a-khonz-a-yo,a-khonz-a-yo
ayakhululayo,a-khulul-a-yo,a-khulul-a-yo,a-khulul-a-yo
ayakhuthazayo,a-khuthaz-a-yo,a-khuthaz-a-yo,a-khuthaz-a-yo
ayalahlekayo,a-lahlek-a-yo,a-lahlek-a-yo,a-lahlek-a-yo
ayalahlwayo,a-lahlw-a-yo,a-lahlw-a-yo,a-lahlw-a-yo
ayalalelayo,a-lalel-a-yo,a-lalel-a-yo,a-lalel-a-yo
ayalalelwayo,a-lalelw-a-yo,a-lalelw-a-yo,a-lalelw-a-yo
ayalandelanayo,a-landelan-a-yo,a-landelan-a-yo,a-landelan-a-yo
ayalandelayo,a-landel-a-yo,a-landel-a-yo,a-landel-a-yo
ayalangukayo,a-languk-a-yo,a-languk-a-yo,a-languk-a-yo
ayalengayo,a-leng-a-yo,a-leng-a-yo,a-leng-a-yo
ayalimazayo,a-limaz-a-yo,a-limaz-a-yo,a-limaz-a-yo
ayalinganayo,a-lingan-a-yo,a-lingan-a-yo,a-lingan-a-yo
ayalwayo,a-lw-a-yo,a-lw-a-yo,a-lw-a-yo
ayamangalisayo,a-mangalis-a-yo,a-mangalis-a-yo,a-mangalis-a-yo
ayamukayo,a-muk-a-yo,a-muk-a-yo,a-muk-a-yo
ayanamathelayo,a-namathel-a-yo,a-namathel-a-yo,a-namathel-a-yo
ayanayo,a-n-a-yo,a-n-a-yo,a-n-a-yo
ayancibilikayo,a-ncibilik-a-yo,a-ncibilik-a-yo,a-ncibilik-a-yo
ayancintisanayo,a-ncintisan-a-yo,a-ncintisan-a-yo,a-ncintisan-a-yo
ayaningilizayo,a-ningiliz-a-yo,a-ningiliz-a-yo,a-ningiliz-a-yo
ayanqumayo,a-nqum-a-yo,a-nqum-a-yo,a-nqum-a-yo
ayantantayo,a-ntant-a-yo,a-ntant-a-yo,a-ntant-a-yo
ayanyantisayo,a-nyantis-a-yo,a-nyantis-a-yo,a-nyantis-a-yo
ayanyathelanayo,a-nyathelan-a-yo,a-nyathelan-a-yo,a-nyathelan-a-yo
ayanyatheliswayo,a-nyathelisw-a-yo,a-nyathelisw-a-yo,a-nyathelisw-a-yo
ayaphangayo,a-phang-a-yo,a-phang-a-yo,a-phang-a-yo
ayaphathwayo,a-phathw-a-yo,a-phathw-a-yo,a-phathw-a-yo
ayaphawulekayo,a-phawulek-a-yo,a-phawulek-a-yo,a-phawulek-a-yo
ayaphendukayo,a-phenduk-a-yo,a-phenduk-a-yo,a-phenduk-a-yo
ayaphikisanayo,a-phikisan-a-yo,a-phikisan-a-yo,a-phikisan-a-yo
ayaphilayo,a-phil-a-yo,a-phil-a-yo,a-phil-a-yo
ayaphindaphindayo,a-phindaphind-a-yo,a-phindaphind-a-yo,a-phindaphind-a-yo
ayaphithizelayo,a-phithizel-a-yo,a-phithizel-a-yo,a-phithizel-a-yo
ayaphumelelayo,a-phumelel-a-yo,a-phumelel-a-yo,a-phumelel-a-yo
ayaphuzwayo,a-phuzw-a-yo,a-phuzw-a-yo,a-phuzw-a-yo
ayaqabulayo,a-qabul-a-yo,a-qabul-a-yo,a-qabul-a-yo
ayaqaphelayo,a-qaphel-a-yo,a-qaphel-a-yo,a-qaphel-a-yo
ayaqhakazayo,a-qhakaz-a-yo,a-qhakaz-a-yo,a-qhakaz-a-yo
ayaqhoshayo,a-qhosh-a-yo,a-qhosh-a-yo,a-qhosh-a-yo
ayaqhubezelayo,a-qhubezel-a-yo,a-qhubezel-a-yo,a-qhubezel-a-yo
ayaqinisekisayo,a-qinisekis-a-yo,a-qinisekis-a-yo,a-qinisekis-a-yo
ayaqiniswayo,a-qinisw-a-yo,a-qinisw-a-yo,a-qinisw-a-yo
ayaqondayo,a-qond-a-yo,a-qond-a-yo,a-qond-a-yo
ayasabekayo,a-sabek-a-yo,a-sabek-a-yo,a-sabek-a-yo
ayasebenzayo,a-sebenz-a-yo,a-sebenz-a-yo,a-sebenz-a-yo
ayashaqisayo,a-shaqis-a-yo,a-shaqis-a-yo,a-shaqis-a-yo
ayashayo,a-sh-a-yo,a-sh-a-yo,a-sh-a-yo
ayashisayo,a-shis-a-yo,a-shis-a-yo,a-shis-a-yo
ayashisekayo,a-shisek-a-yo,a-shisek-a-yo,a-shisek-a-yo
ayashukumisayo,a-shukumis-a-yo,a-shukumis-a-yo,a-shukumis-a-yo
ayashwibekayo,a-shwibek-a-yo,a-shwibek-a-yo,a-shwibek-a-yo
ayasindayo,a-sind-a-yo,a-sind-a-yo,a-sind-a-yo
ayasizanayo,a-sizan-a-yo,a-sizan-a-yo,a-sizan-a-yo
ayasizayo,a-siz-a-yo,a-siz-a-yo,a-siz-a-yo
ayasolisayo,a-solis-a-yo,a-solis-a-yo,a-solis-a-yo
ayasongelayo,a-songel-a-yo,a-songel-a-yo,a-songel-a-yo
ayasontayo,a-sont-a-yo,a-sont-a-yo,a-sont-a-yo
ayathakazelisayo,a-thakazelis-a-yo,a-thakazelis-a-yo,a-thakazelis-a-yo
ayathandekayo,a-thandek-a-yo,a-thandek-a-yo,a-thandek-a-yo-kw-enz-a
ayathandwayo,a-thandw-a-yo,a-thandw-a-yo,a-thandw-a-yo
ayatholakalayo,a-tholakal-a-yo,a-tholakal-a-yo,a-tholakal-a-yo
ayathusayo,a-thus-a-yo,a-thus-a-yo,a-thus-a-yo
ayathuthukayo,a-thuthuk-a-yo,a-thuthuk-a-yo,a-thuthuk-a-yo
ayavelayo,a-vel-a-yo,a-vel-a-yo,a-vel-a-yo
ayavikelayo,a-vikel-a-yo,a-vikel-a-yo,a-vikel-a-yo
ayavukelayo,a-vukel-a-yo,a-vukel-a-yo,a-vukel-a-yo
ayavulekayo,a-vulek-a-yo,a-vulek-a-yo,a-vulek-a-yo
ayavuthayo,a-vuth-a-yo,a-vuth-a-yo,a-vuth-a-yo
ayaxabanayo,a-xaban-a-yo,a-xaban-a-yo,a-xaban-a-yo
ayaxegayo,a-xeg-a-yo,a-xeg-a-yo,a-xeg-a-yo
ayazazisayo,a-zazis-a-yo,a-zazis-a-yo,a-zazis-a-yon-om-a
ayazondanayo,a-zondan-a-yo,a-zondan-a-yo,a-zondan-a-yo
ayazulayo,a-zul-a-yo,a-zul-a-yo,a-zul-a-yo
ayazwakalayo,a-zwakal-a-yo,a-zwakal-a-yo,a-zwakal-a-yo
ayithathi,a-yi-thath-i,a-yi-thath-i-hlangothi,ayi-thath-i
ayithi,a-yi-th-i,a-yi-th-i-nyaka,ayi-th-i
ayizinhloko,a-y-i-zin-hloko,a-y-izin-hloko-dolobha,ay-izinhloko
ayokwyokwahlulela,a-yo-kw-ahlulel-a,a-yokw-ahlulel-a,ayokw-ahlulel-a
ayokwyokwazi,a-yo-kw-azi,a-yokw-azi,ayokw-azi
ayokwyokwenza,a-yo-kw-enz-a,a-yokw-enz-a,ayokw-enz-a
ayoyobona,a-yo-bon-a,a-yo-bon-a,ayo-bon-a
ayoyofuna,a-yo-fun-a,a-yo-fun-a,ayo-fun-a
ayoyohlinzwa,a-yo-hlinzw-a,a-yo-hlinzw-a,ayo-hlinzw-a
ayoyokhuliswa,a-yo-khulisw-a,a-yo-khulisw-a,ayo-khulisw-a
ayoyoqondisa,a-yo-qondis-a,a-yo-qondis-a,ayo-qondis-a
ayoyothatha,a-yo-thath-a,a-yo-thath-a,ayo-thath-a
ayoyothengiselwa,a-yo-thengiselw-a,a-yo-thengiselw-a,ayo-thengiselw-a
ayoyotshela,a-yo-tshel-a,a-yo-tshel-a,ayo-tshel-a
azathi,a-z-ath-i,a-z-ath-i-vu,az-ath-i
aze,a-ze,a-ze,azea-fohl-aa-ngen-a
azidla,a-zi-dl-a,a-zi-dl-a,kakhulu
azishintshe,a-zi-shintsh-e,a-zi-shintsh-e,azi-shintsh-en-om-a
azithi,a-zi-th-i,a-zi-th-i-shazi,azi-th-i
azokwzokwenza,a-zo-kw-enz-a,a-zokw-enz-a,azokw-enz-a
azokwzokwenzela,a-zo-kw-enzel-a,a-zokw-enzel-a,azokw-enzel-a
azozomelela,a-zo-melel-a,a-zo-melel-a,azo-melel-a
azozontshontsha,a-zo-ntshontsh-a,a-zo-ntshontsh-a,azo-ntshontsh-a
azozoshisa,a-zo-shis-a,a-zo-shis-a,azo-shis-a
azozovimbela,a-zo-vimbel-a,a-zo-vimbel-a,azo-vimbel-a
azwela,a-zwel-a,a-zwel-a,kakhulu
baaba,b-a-b-a,b-a-b-a,ba-b-a
baabalekela,b-a-balekel-a,b-a-balekel-a,ba-balekel-a
baabangela,b-a-bangel-a,b-a-bangel-a,ba-bangel-a
baabekwa,b-a-bekw-a,b-a-bekw-a,ba-bekw-a
baabezwa,b-a-bezw-a,b-a-bezw-a,ba-bezw-a
baabhebhezela,b-a-bhebhezel-a,b-a-bhebhezel-a,ba-bhebhezel-a
baabheka,b-a-bhek-a,b-a-bhek-a,ba-bhek-a
baabhinca,b-a-bhinc-a,b-a-bhinc-a,ba-bhinc-a
baabika,b-a-bik-a,b-a-bik-a,ba-bik-a
baabikela,b-a-bikel-a,b-a-bikel-a,ba-bikel-a
baabona,b-a-bon-a,b-a-bon-a,ba-bon-a
baabonakalisa,b-a-bonakalis-a,b-a-bonakalis-a,ba-bonakalis-a
baabonisa,b-a-bonis-a,b-a-bonis-a,ba-bonis-a
baabopha,b-a-boph-a,b-a-boph-a,ba-boph-a
baabukeza,b-a-bukez-a,b-a-bukez-a,ba-bukez-a
baabulala,b-a-bulal-a,b-a-bulal-a,ba-bulal-a
baabulawa,b-a-bulaw-a,b-a-bulaw-a,ba-bulaw-a
baabusisa,b-a-busis-a,b-a-busis-a,ba-busis-a
baabuyisela,b-a-buyisel-a,b-a-buyisel-a,ba-buyisel-a
baabuza,b-a-buz-a,b-a-buz-a,ba-buz-a
baacabanga,b-a-cabang-a,b-a-cabang-a,ba-cabang-a
baacabangela,b-a-cabangel-a,b-a-cabangel-a,ba-cabangel-a
baacela,b-a-cel-a,b-a-cel-a,ba-cel-a
baacelwa,b-a-celw-a,b-a-celw-a,ba-celw-a
baachaza,b-a-chaz-a,b-a-chaz-a,ba-chaz-a
baachichima,b-a-chichim-a,b-a-chichim-a,ba-chichim-a
baachitha,b-a-chith-a,b-a-chith-a,ba-chith-a
baacima,b-a-cim-a,b-a-cim-a,ba-cim-a
baacindezela,b-a-cindezel-a,b-a-cindezel-a,ba-cindezel-a
baadabula,b-a-dabul-a,b-a-dabul-a,ba-dabul-a
baadayisa,b-a-dayis-a,b-a-dayis-a,ba-dayis-a
baadela,b-a-del-a,b-a-del-a,ba-del-a
baadinga,b-a-ding-a,b-a-ding-a,ba-ding-a
baadla,b-a-dl-a,b-a-dl-a,ba-dl-a
baadlovula,b-a-dlovul-a,b-a-dlovul-a,ba-dlovul-a
baadonsela,b-a-donsel-a,b-a-donsel-a,ba-donsel-a
baaduka,b-a-duk-a,b-a-duk-a,ba-duk-a
baafaka,b-a-fak-a,b-a-fak-a,ba-fak-a
baafanekisela,b-a-fanekisel-a,b-a-fanekisel-a,ba-fanekisel-a
baafanisa,b-a-fanis-a,b-a-fanis-a,ba-fanis-a
baafeza,b-a-fez-a,b-a-fez-a,ba-fez-a
baafingqa,b-a-fingq-a,b-a-fingq-a,ba-fingq-a
baafinyelela,b-a-finyelel-a,b-a-finyelel-a,ba-finyelel-a
baafiphaza,b-a-fiphaz-a,b-a-fiphaz-a,ba-fiphaz-a
baafuna,b-a-fun-a,b-a-fun-a,ba-fun-a
baafunda,b-a-fund-a,b-a-fund-a,ba-fund-a
baafundela,b-a-fundel-a,b-a-fundel-a,ba-fundel-a
baafundisa,b-a-fundis-a,b-a-fundis-a,ba-fundis-a
baagada,b-a-gad-a,b-a-gad-a,ba-gad-a
baagcizelela,b-a-gcizelel-a,b-a-gcizelel-a,ba-gcizelel-a
baagcwala,b-a-gcwal-a,b-a-gcwal-a,ba-gcwal-a
baagcwalisa,b-a-gcwalis-a,b-a-gcwalis-a,ba-gcwalis-a
baagenca,b-a-genc-a,b-a-genc-a,ba-genc-a
baagqoka,b-a-gqok-a,b-a-gqok-a,ba-gqok-a
baagqugquzela,b-a-gqugquzel-a,b-a-gqugquzel-a,ba-gqugquzel-a
baagudla,b-a-gudl-a,b-a-gudl-a,ba-gudl-a
baagwema,b-a-gwem-a,b-a-gwem-a,ba-gwem-a
baagxeka,b-a-gxek-a,b-a-gxek-a,ba-gxek-a
baagxilisa,b-a-gxilis-a,b-a-gxilis-a,ba-gxilis-a
baahalalisela,b-a-halalisel-a,b-a-halalisel-a,ba-halalisel-a
baahamba,b-a-hamb-a,b-a-hamb-a,ba-hamb-a
baahambisa,b-a-hambis-a,b-a-hambis-a,ba-hambis-a
baahehwa,b-a-hehw-a,b-a-hehw-a,ba-hehw-a
baahlabelela,b-a-hlabelel-a,b-a-hlabelel-a,ba-hlabelel-a
baahlala,b-a-hlal-a,b-a-hlal-a,ba-hlal-a
baahlambalaza,b-a-hlambalaz-a,b-a-hlambalaz-a,ba-hlambalaz-a
baahlanganyela,b-a-hlanganyel-a,b-a-hlanganyel-a,ba-hlanganyel-a
baahlaselwa,b-a-hlaselw-a,b-a-hlaselw-a,ba-hlaselw-a
baahlatshwa,b-a-hlatshw-a,b-a-hlatshw-a,ba-hlatshw-a
baahlela,b-a-hlel-a,b-a-hlel-a,ba-hlel-a
baahlelela,b-a-hlelel-a,b-a-hlelel-a,ba-hlelel-a
baahlenga,b-a-hleng-a,b-a-hleng-a,ba-hleng-a
baahlengezela,b-a-hlengezel-a,b-a-hlengezel-a,ba-hlengezel-a
baahlola,b-a-hlol-a,b-a-hlol-a,ba-hlol-a
baahloma,b-a-hlom-a,b-a-hlom-a,ba-hlom-a
baahlonipha,b-a-hloniph-a,b-a-hloniph-a,ba-hloniph-a
baahluleka,b-a-hlulek-a,b-a-hlulek-a,ba-hlulek-a
baahumusha,b-a-humush-a,b-a-humush-a,ba-humush-a
baajabulela,b-a-jabulel-a,b-a-jabulel-a,ba-jabulel-a
baajabulisa,b-a-jabulis-a,b-a-jabulis-a,ba-jabulis-a
baakha,b-a-kh-a,b-a-kh-a,ba-kh-a
baakhangwa,b-a-khangw-a,b-a-khangw-a,ba-khangw-a
baakhetha,b-a-kheth-a,b-a-kheth-a,ba-kheth-a
baakhokha,b-a-khokh-a,b-a-khokh-a,ba-khokh-a
baakhonza,b-a-khonz-a,b-a-khonz-a,ba-khonz-a
baakhulisa,b-a-khulis-a,b-a-khulis-a,ba-khulis-a
baakhuluma,b-a-khulum-a,b-a-khulum-a,ba-khulum-a
baakhumbula,b-a-khumbul-a,b-a-khumbul-a,ba-khumbul-a
baakhuthaza,b-a-khuthaz-a,b-a-khuthaz-a,ba-khuthaz-a
baakhuthazelela,b-a-khuthazelel-a,b-a-khuthazelel-a,ba-khuthazelel-a
baakhuthazwa,b-a-khuthazw-a,b-a-khuthazw-a,ba-khuthazw-a
baalahla,b-a-lahl-a,b-a-lahl-a,ba-lahl-a
baalahlekelwa,b-a-lahlekelw-a,b-a-lahlekelw-a,ba-lahlekelw-a
baalalela,b-a-lalel-a,b-a-lalel-a,ba-lalel-a
baalandela,b-a-landel-a,b-a-landel-a,ba-landel-a
baalangazelela,b-a-langazelel-a,b-a-langazelel-a,ba-langazelel-a
baaletha,b-a-leth-a,b-a-leth-a,ba-leth-a
baalinda,b-a-lind-a,b-a-lind-a,ba-lind-a
baalondoloza,b-a-londoloz-a,b-a-londoloz-a,ba-londoloz-a
baalulaza,b-a-lulaz-a,b-a-lulaz-a,ba-lulaz-a
baalungisa,b-a-lungis-a,b-a-lungis-a,ba-lungis-a
baalwela,b-a-lwel-a,b-a-lwel-a,ba-lwel-a
baamangaliswa,b-a-mangalisw-a,b-a-mangalisw-a,ba-mangalisw-a
baamelela,b-a-melel-a,b-a-melel-a,ba-melel-a
baamemezela,b-a-memezel-a,b-a-memezel-a,ba-memezel-a
baamisa,b-a-mis-a,b-a-mis-a,ba-mis-a
baamiselwa,b-a-miselw-a,b-a-miselw-a,ba-miselw-a
baamukela,b-a-mukel-a,b-a-mukel-a,ba-mukel-a
baanakekela,b-a-nakekel-a,b-a-nakekel-a,ba-nakekel-a
baanambitha,b-a-nambith-a,b-a-nambith-a,ba-nambith-a
baancenga,b-a-nceng-a,b-a-nceng-a,ba-nceng-a
baancipha,b-a-nciph-a,b-a-nciph-a,ba-nciph-a
baanciphisa,b-a-nciphis-a,b-a-nciphis-a,ba-nciphis-a
baangcolisa,b-a-ngcolis-a,b-a-ngcolis-a,ba-ngcolis-a
baangenela,b-a-ngenel-a,b-a-ngenel-a,ba-ngenel-a
baanika,b-a-nik-a,b-a-nik-a,ba-nik-a
baanikela,b-a-nikel-a,b-a-nikel-a,ba-nikel-a
baanikelela,b-a-nikelel-a,b-a-nikelel-a,ba-nikelel-a
baanikeza,b-a-nikez-a,b-a-nikez-a,ba-nikez-a
baanikezela,b-a-nikezel-a,b-a-nikezel-a,ba-nikezel-a
baanikezwa,b-a-nikezw-a,b-a-nikezw-a,ba-nikezw-a
baanqamula,b-a-nqamul-a,b-a-nqamul-a,ba-nqamul-a
baanqoba,b-a-nqob-a,b-a-nqob-a,ba-nqob-a
baanquma,b-a-nqum-a,b-a-nqum-a,ba-nqum-a
baantula,b-a-ntul-a,b-a-ntul-a,ba-ntul-a
baanxusa,b-a-nxus-a,b-a-nxus-a,ba-nxus-a
baanxuswa,b-a-nxusw-a,b-a-nxusw-a,ba-nxusw-a
baanyakamisa,b-a-nyakamis-a,b-a-nyakamis-a,ba-nyakamis-a
baanyathelisa,b-a-nyathelis-a,b-a-nyathelis-a,ba-nyathelis-a
baapakisha,b-a-pakish-a,b-a-pakish-a,ba-pakish-a
baaphakamisa,b-a-phakamis-a,b-a-phakamis-a,ba-phakamis-a
baaphakamisela,b-a-phakamisel-a,b-a-phakamisel-a,ba-phakamisel-a
baaphamba,b-a-phamb-a,b-a-phamb-a,ba-phamb-a
baaphatha,b-a-phath-a,b-a-phath-a,ba-phath-a
baaphathwa,b-a-phathw-a,b-a-phathw-a,ba-phathw-a
baaphawula,b-a-phawul-a,b-a-phawul-a,ba-phawul-a
baaphazamisa,b-a-phazamis-a,b-a-phazamis-a,ba-phazamis-a
baaphela,b-a-phel-a,b-a-phel-a,ba-phel-a
baaphelelwa,b-a-phelelw-a,b-a-phelelw-a,ba-phelelw-a
baaphika,b-a-phik-a,b-a-phik-a,ba-phik-a
baaphila,b-a-phil-a,b-a-phil-a,ba-phil-a
baaphinda,b-a-phind-a,b-a-phind-a,ba-phind-a
baaphoqwa,b-a-phoqw-a,b-a-phoqw-a,ba-phoqw-a
baaphucwa,b-a-phucw-a,b-a-phucw-a,ba-phucw-a
baaphuma,b-a-phum-a,b-a-phum-a,ba-phum-a
baaphumela,b-a-phumel-a,b-a-phumel-a,ba-phumel-a
baaphundlwa,b-a-phundlw-a,b-a-phundlw-a,ba-phundlw-a
baaphuza,b-a-phuz-a,b-a-phuz-a,ba-phuz-a
baaqala,b-a-qala,b-a-qala,ba-qala
baaqalisa,b-a-qalis-a,b-a-qalis-a,ba-qalis-a
baaqamba,b-a-qamb-a,b-a-qamb-a,ba-qamb-a
baaqaphela,b-a-qaphel-a,b-a-qaphel-a,ba-qaphel-a
baaqasha,b-a-qash-a,b-a-qash-a,ba-qash-a
baaqhuba,b-a-qhub-a,b-a-qhub-a,ba-qhub-a
baaqinisa,b-a-qinis-a,b-a-qinis-a,ba-qinis-a
baaqonda,b-a-qond-a,b-a-qond-a,ba-qond-a
baaqondisa,b-a-qondis-a,b-a-qondis-a,ba-qondis-a
baaqopha,b-a-qoph-a,b-a-qoph-a,ba-qoph-a
baasaba,b-a-sab-a,b-a-sab-a,ba-sab-a
baasakaza,b-a-sakaz-a,b-a-sakaz-a,ba-sakaz-a
baasayina,b-a-sayin-a,b-a-sayin-a,ba-sayin-a
baasebenza,b-a-sebenz-a,b-a-sebenz-a,ba-sebenz-a
baasebenzisa,b-a-sebenzis-a,b-a-sebenzis-a,ba-sebenzis-a
baasekela,b-a-sekel-a,b-a-sekel-a,ba-sekel-a
baashaywa,b-a-shayw-a,b-a-shayw-a,ba-shayw-a
baashintsha,b-a-shintsh-a,b-a-shintsh-a,ba-shintsh-a
baashisekela,b-a-shisekel-a,b-a-shisekel-a,ba-shisekel-a
baashiya,b-a-shiy-a,b-a-shiy-a,ba-shiy-a
baashushisa,b-a-shushis-a,b-a-shushis-a,ba-shushis-a
baasihleka,b-a-sihlek-a,b-a-sihlek-a,ba-sihlek-a
baasikisela,b-a-sikisel-a,b-a-sikisel-a,ba-sikisel-a
baasilalela,b-a-silalel-a,b-a-silalel-a,ba-silalel-a
baasiza,b-a-siz-a,b-a-siz-a,ba-siz-a
baasizwa,b-a-sizw-a,b-a-sizw-a,ba-sizw-a
baasola,b-a-sol-a,b-a-sol-a,ba-sol-a
baasungula,b-a-sungul-a,b-a-sungul-a,ba-sungul-a
baasusa,b-a-sus-a,b-a-sus-a,ba-sus-a
baathanda,b-a-thand-a,b-a-thand-a,ba-thand-a
baathandazela,b-a-thandazel-a,b-a-thandazel-a,ba-thandazel-a
baathatha,b-a-thath-a,b-a-thath-a,ba-thath-a
baathathelwa,b-a-thathelw-a,b-a-thathelw-a,ba-thathelw-a
baathemba,b-a-themb-a,b-a-themb-a,ba-themb-a
baathembisa,b-a-thembis-a,b-a-thembis-a,ba-thembis-a
baathenga,b-a-theng-a,b-a-theng-a,ba-theng-a
baathethelelwa,b-a-thethelelw-a,b-a-thethelelw-a,ba-thethelelw-a
baathi,b-a-thi,b-a-thi,ba-thi
baathintwa,b-a-thintw-a,b-a-thintw-a,ba-thintw-a
baathola,b-a-thol-a,b-a-thol-a,ba-thol-a
baathula,b-a-thul-a,b-a-thul-a,ba-thul-a
baathuma,b-a-thum-a,b-a-thum-a,ba-thum-a
baathumba,b-a-thumb-a,b-a-thumb-a,ba-thumb-a
baathumela,b-a-thumel-a,b-a-thumel-a,ba-thumel-a
baathungatha,b-a-thungath-a,b-a-thungath-a,ba-thungath-a
baathweswa,b-a-thwesw-a,b-a-thwesw-a,ba-thwesw-a
baatshala,b-a-tshal-a,b-a-tshal-a,ba-tshal-a
baatshela,b-a-tshel-a,b-a-tshel-a,ba-tshel-a
baatusa,b-a-tus-a,b-a-tus-a,ba-tus-a
baavakashela,b-a-vakashel-a,b-a-vakashel-a,ba-vakashel-a
baavela,b-a-vel-a,b-a-vel-a,ba-vel-a
baaveza,b-a-vez-a,b-a-vez-a,ba-vez-a
baavikela,b-a-vikel-a,b-a-vikel-a,ba-vikel-a
baavimbela,b-a-vimbel-a,b-a-vimbel-a,ba-vimbel-a
baavukela,b-a-vukel-a,b-a-vukel-a,ba-vukel-a
baavula,b-a-vul-a,b-a-vul-a,ba-vul-a
baavuma,b-a-vum-a,b-a-vum-a,ba-vum-a
baavumbulula,b-a-vumbulul-a,b-a-vumbulul-a,ba-vumbulul-a
baavumela,b-a-vumel-a,b-a-vumel-a,ba-vumel-a
